,id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
419974,419975,US,1703,DCA,FLL,6,510,162,1
17061,17062,9E,3723,ATL,DSM,3,1290,144,1
158416,158417,FL,1134,ROC,TPA,5,460,184,0
281003,281004,XE,2642,IAH,OKC,5,545,83,0
507396,507397,OO,6829,BFL,SFO,4,423,79,0
282649,282650,9E,4290,SBN,ATL,5,635,118,1
454032,454033,WN,1601,SNA,LAS,1,530,65,1
379186,379187,DL,2423,MSP,PDX,3,1040,226,1
267889,267890,WN,756,PHX,LAS,4,820,65,1
153925,153926,DL,1296,ATL,MKE,4,1168,130,0
420765,420766,AS,742,SEA,ATL,6,560,285,0
317990,317991,AA,1403,DFW,JAC,7,715,170,1
476380,476381,DL,170,LAS,SLC,2,728,84,1
87894,87895,B6,1061,JFK,AUS,1,475,257,1
178706,178707,OO,6412,SFO,SMF,6,608,43,1
98133,98134,US,1776,FLL,CLT,1,1005,117,0
518724,518725,CO,1421,CLE,DEN,4,1015,205,1
42927,42928,US,1079,DCA,JAX,5,705,123,0
498419,498420,WN,918,LAS,BUR,3,915,65,1
157978,157979,WN,961,OMA,PHX,5,435,180,0
169303,169304,DL,2009,MSP,DEN,5,1025,126,1
516029,516030,HA,245,OGG,HNL,4,872,34,1
507919,507920,F9,728,DEN,DCA,4,450,196,0
390228,390229,DL,2523,ATL,HNL,4,650,620,1
471030,471031,DL,2555,LGA,PBI,2,455,185,0
458370,458371,US,1208,SAN,PHX,1,755,76,0
382613,382614,US,1759,PHL,RDU,3,1229,85,0
182937,182938,DL,1609,MSP,DEN,6,860,123,0
238544,238545,WN,3484,SEA,SMF,2,1145,105,0
380791,380792,WN,2380,MDW,LGA,3,1125,130,1
380168,380169,F9,859,DEN,PHX,3,1086,111,1
241907,241908,XE,2187,EWR,MSP,3,390,192,1
370133,370134,DL,2817,MEM,LAX,3,570,262,1
461729,461730,AA,1484,PHX,DFW,1,935,140,0
386587,386588,WN,498,MCO,JAN,4,460,120,0
204182,204183,WN,539,MDW,CMH,7,1205,70,0
447753,447754,UA,334,ORD,CMH,7,1175,78,0
69106,69107,XE,3051,JAX,IAH,7,410,144,0
277675,277676,DL,2258,RDU,MSP,5,385,184,1
201164,201165,MQ,3936,BWI,ORD,7,1045,150,0
65184,65185,WN,3741,SJC,LAS,6,1025,85,0
366398,366399,WN,650,SAT,DAL,3,380,60,0
172250,172251,9E,4258,DTW,PLN,5,1180,71,1
443357,443358,US,1022,DFW,CLT,7,945,141,0
496395,496396,MQ,4262,RDU,ORD,3,810,140,1
32375,32376,MQ,2795,DFW,CHS,4,1100,140,0
393367,393368,UA,406,BIL,DEN,4,810,95,1
446897,446898,9E,4225,CVG,BDL,7,1135,120,0
405922,405923,9E,4364,DTW,TVC,5,520,69,0
88703,88704,XE,2303,CLT,IAH,1,510,169,0
519010,519011,XE,5897,RDU,IAD,4,1025,63,0
393661,393662,WN,325,BUF,PHX,4,825,310,1
456698,456699,US,796,LAX,PHL,1,670,305,1
72549,72550,AA,1972,SFO,ORD,7,610,255,1
396285,396286,DL,1773,ATL,MIA,4,965,111,1
507017,507018,XE,3051,JAX,IAH,4,405,155,0
520258,520259,B6,285,LAS,LGB,4,1088,65,1
312863,312864,WN,1577,HOU,PHX,7,435,180,1
471206,471207,DL,1016,ATL,MDW,2,465,113,0
459164,459165,UA,55,PDX,SFO,1,796,108,1
313023,313024,UA,250,PDX,IAD,7,448,289,0
59212,59213,DL,2830,DEN,MSP,6,660,115,1
130806,130807,WN,2720,SFO,LAS,3,890,95,1
472208,472209,US,374,DFW,CLT,2,515,144,0
138244,138245,EV,7097,CMH,ORD,4,360,82,0
462288,462289,AA,1554,SAT,DFW,1,965,70,0
144996,144997,WN,1999,BNA,JAX,4,695,85,0
529658,529659,DL,2689,SLC,MSP,5,645,160,1
450891,450892,OO,4840,BIL,SLC,1,375,89,0
152092,152093,DL,1007,MCI,ATL,4,1068,124,1
407080,407081,WN,2133,BUR,OAK,5,580,75,0
514574,514575,UA,109,ORD,MSP,4,794,91,1
506054,506055,US,12,SMF,PHX,4,360,109,0
251672,251673,DL,2014,CVG,LGA,3,915,118,1
128759,128760,B6,474,LAX,BOS,3,781,316,0
318012,318013,HA,144,LIH,HNL,7,715,32,1
49705,49706,AA,563,DFW,SAT,5,1060,65,0
416928,416929,YV,7260,ORD,ATW,5,1224,49,1
401992,401993,B6,383,LGA,FLL,4,1305,170,1
357731,357732,OO,6237,FAT,LAS,2,880,80,1
223627,223628,XE,3015,CRP,IAH,2,340,59,0
232670,232671,EV,5546,ATL,GSP,2,825,58,1
527367,527368,OH,6382,DTW,HSV,5,520,127,0
44048,44049,AS,22,SEA,ORD,5,765,242,0
323101,323102,AS,51,ANC,FAI,7,990,57,1
356019,356020,AA,820,EGE,MIA,2,790,245,0
208016,208017,FL,1134,ROC,TPA,1,460,184,0
64612,64613,UA,563,PHL,ORD,6,989,147,0
256791,256792,WN,672,LAS,PHX,3,1190,65,1
115733,115734,OH,6766,MSN,LGA,2,1015,143,0
394974,394975,XE,2356,BHM,IAH,4,895,114,1
169063,169064,AA,1321,IAD,MIA,5,1015,170,0
496851,496852,MQ,3609,MIA,ATL,3,835,120,1
515136,515137,AA,1073,DFW,DEN,4,825,120,1
467360,467361,US,487,PHL,DEN,1,1240,258,0
104889,104890,OH,6426,OMA,LGA,2,425,174,0
448082,448083,DL,1309,MSP,STL,7,1195,94,1
396768,396769,EV,5591,TLH,ATL,4,990,73,0
323383,323384,XE,2779,LIT,IAH,7,1004,86,0
313434,313435,US,1747,PHL,LAS,7,470,342,0
216924,216925,OH,6368,CVG,SYR,1,920,98,1
159239,159240,YV,7293,IAD,DAY,5,503,86,0
205722,205723,MQ,3332,LBB,DFW,1,350,70,0
94142,94143,AA,370,ORD,LGA,1,795,125,1
348009,348010,FL,132,TPA,ATL,2,380,95,0
496218,496219,OO,4711,MSP,GFK,3,800,75,0
394730,394731,DL,1601,BOS,ATL,4,885,181,1
153993,153994,OH,6519,EWR,CVG,4,1170,140,0
138549,138550,OO,6349,TUS,SFO,4,367,133,0
66123,66124,WN,2001,LAX,DEN,6,1095,135,0
249907,249908,OO,6649,DEN,RKS,3,820,76,0
56611,56612,UA,663,DCA,DEN,6,508,249,0
163481,163482,XE,5926,ORD,RAP,5,718,137,0
523518,523519,EV,5180,DTW,ALB,4,1305,96,1
536746,536747,WN,1080,BWI,HOU,5,1050,220,1
439205,439206,WN,3022,STL,DTW,7,720,95,1
272417,272418,WN,1016,HOU,HRL,4,1055,60,1
141073,141074,XE,2254,IAH,BTR,4,498,61,0
509595,509596,CO,1457,CLE,SEA,4,535,312,1
459163,459164,OO,6963,SEA,GEG,1,796,58,0
347056,347057,DL,2216,LAS,DTW,1,1410,232,0
66758,66759,AS,485,SAN,SEA,6,1150,170,0
451002,451003,WN,248,MSY,DAL,1,380,85,0
477283,477284,DL,2147,LGA,ATL,2,780,160,1
288356,288357,WN,1914,SNA,SFO,5,930,80,1
476504,476505,MQ,2876,SAF,DFW,2,735,95,1
380707,380708,DL,2772,MEM,MSP,3,1120,129,0
79261,79262,WN,2108,BNA,TPA,7,965,105,1
272821,272822,OO,7774,SGU,SLC,4,1078,77,0
196316,196317,DL,1293,PNS,ATL,7,790,75,1
107662,107663,CO,345,CLE,IAH,2,575,186,0
277497,277498,EV,7393,DCA,CVG,5,375,98,0
521173,521174,OO,6721,DEN,MSO,4,1140,126,1
427076,427077,DL,2614,SEA,MSP,6,935,203,0
104926,104927,F9,472,MKE,RSW,2,427,181,0
524742,524743,YV,2926,ELP,PHX,5,370,80,0
23329,23330,F9,420,DEN,ATL,4,629,174,0
275286,275287,UA,651,ORD,SAN,4,1211,265,1
472774,472775,WN,2387,MDW,ISP,2,540,130,1
480158,480159,DL,1608,FLL,DTW,2,930,188,1
241099,241100,EV,5435,MLU,ATL,3,360,98,1
272005,272006,WN,641,PIT,PHL,4,1035,90,1
510139,510140,CO,232,IAH,LGA,4,565,210,1
414515,414516,AA,1904,ORD,MIA,5,1005,185,1
317800,317801,9E,3704,DAL,MEM,7,705,92,0
373677,373678,EV,5051,ATL,BHM,3,750,54,1
461054,461055,B6,1243,BOS,CLT,1,900,137,0
276643,276644,CO,269,SFO,IAH,5,15,206,1
229831,229832,US,457,PHX,SLC,2,670,101,0
330964,330965,AA,2324,DFW,ORD,1,445,140,0
274202,274203,OO,6262,SFO,ACV,4,1150,78,1
154380,154381,AS,330,SEA,SJC,4,1195,124,1
180176,180177,WN,1893,SAN,SMF,6,690,95,1
191361,191362,AS,124,FAI,SEA,7,525,225,0
510967,510968,OO,6263,SFO,FAT,4,609,57,1
408694,408695,WN,2236,BWI,JAN,5,665,165,1
62130,62131,XE,5928,ORD,BTV,6,828,120,1
382569,382570,B6,759,SJU,MCO,3,1225,181,1
349417,349418,OO,6259,LAX,SBA,2,450,40,1
452649,452650,XE,2349,MKE,IAH,1,460,182,0
294857,294858,OO,6561,DEN,GTF,5,1318,118,1
499473,499474,AA,878,DFW,EWR,3,975,210,1
99222,99223,DL,1151,SFO,HNL,1,1060,330,1
61498,61499,HA,16,HNL,SAN,6,790,325,0
388204,388205,WN,1492,MCO,CMH,4,540,135,1
225524,225525,US,1465,PVD,PHL,2,440,82,0
168345,168346,US,329,SNA,PHX,5,975,75,0
2465,2466,UA,297,BWI,SFO,3,463,372,0
262882,262883,9E,3737,MEM,COU,4,565,80,0
276453,276454,OO,6451,LAX,SMX,4,1346,56,1
192425,192426,UA,449,ORD,SAN,7,585,268,1
364780,364781,CO,467,IAH,SEA,2,1286,280,0
65405,65406,XE,5898,ROA,ORD,6,1044,116,0
10948,10949,WN,1846,ONT,DEN,3,915,130,1
66085,66086,HA,235,OGG,HNL,6,1092,34,0
463188,463189,UA,898,IAD,BOS,1,1012,97,1
142941,142942,OO,4795,SLC,SNA,4,593,116,0
216889,216890,OO,6938,BUR,DEN,1,919,141,1
515779,515780,MQ,2840,FWA,DFW,4,860,160,0
476713,476714,WN,3139,DEN,SEA,2,745,185,1
393904,393905,B6,1253,BOS,IAD,4,840,101,1
303863,303864,DL,1147,ATL,PBI,6,820,104,1
461684,461685,WN,2814,MCO,ORF,1,930,110,1
153356,153357,AA,827,ORD,SJC,4,1140,280,0
15366,15367,EV,5353,ATL,JAN,3,1154,90,0
165180,165181,9E,4297,BUF,DTW,5,810,75,1
319432,319433,OO,6278,GCC,DEN,7,790,92,1
341812,341813,F9,787,DEN,LAS,1,1005,114,0
309146,309147,F9,373,MKE,DEN,6,1139,153,0
336074,336075,WN,2031,SEA,LAS,1,700,150,1
198979,198980,US,1135,PVD,PHL,7,930,99,1
254271,254272,WN,46,HOU,DAL,3,1050,55,1
252173,252174,DL,1476,PBI,DTW,3,942,178,1
352137,352138,US,1616,CLT,EWR,2,590,115,0
537929,537930,EV,5164,ATL,CAE,5,1143,64,0
8123,8124,OO,6264,SFO,FAT,3,765,62,0
163385,163386,UA,43,DEN,HNL,5,714,458,0
230729,230730,AS,462,SEA,LAX,2,720,148,0
510311,510312,9E,4263,CVG,MCI,4,575,108,0
216240,216241,OH,6548,JFK,PIT,1,885,108,1
20186,20187,WN,3596,RSW,MCO,4,465,45,0
134624,134625,AA,539,DFW,LAS,3,1095,180,1
234956,234957,WN,837,SEA,SMF,2,950,105,1
407879,407880,WN,2947,TPA,LAS,5,620,310,0
428050,428051,WN,2094,HOU,MDW,6,995,145,1
364539,364540,YV,2779,PHX,MRY,2,1258,116,0
135806,135807,DL,2406,MSP,IND,3,1160,98,0
473338,473339,DL,2103,ATL,LAS,2,575,281,0
436196,436197,9E,4243,CVG,MKE,7,565,90,1
286251,286252,OH,6363,CVG,MCI,5,820,125,1
180083,180084,DL,2725,BOS,MSP,6,686,199,1
252993,252994,UA,544,LAS,SFO,3,987,102,1
406332,406333,CO,1406,FLL,IAH,5,540,170,1
305473,305474,OO,4797,MSP,GFK,6,910,75,1
368713,368714,AA,1132,SMF,DFW,3,500,200,0
288079,288080,WN,3504,SMF,LAX,5,915,80,1
233833,233834,CO,1527,BWI,IAH,2,890,212,1
38398,38399,OO,6299,ORD,CID,5,477,56,0
407360,407361,YV,2667,CLT,SAT,5,595,201,0
343074,343075,WN,868,LAS,BUR,1,1065,65,1
114581,114582,FL,876,MSP,ATL,2,953,146,0
249502,249503,AA,589,RIC,DFW,3,800,210,0
514699,514700,F9,428,DEN,ATL,4,800,168,1
29144,29145,WN,861,PHL,MDW,4,930,135,1
183395,183396,B6,327,BDL,FLL,6,886,192,0
272125,272126,UA,271,PHL,DEN,4,1041,261,1
176543,176544,UA,980,ORD,LAS,6,485,239,0
427629,427630,EV,5340,ATL,ROA,6,970,83,0
212493,212494,OH,6489,DFW,CVG,1,688,127,1
40841,40842,EV,5494,MLI,ATL,5,600,112,1
321998,321999,AA,1116,SEA,DFW,7,930,225,1
247519,247520,OH,6604,MCI,CVG,3,690,112,0
434879,434880,WN,209,TPA,PBI,7,495,55,0
163276,163277,WN,636,MDW,SNA,5,705,265,1
513126,513127,OH,6543,LGA,BHM,4,719,173,0
275014,275015,US,596,PHX,MCI,4,1195,153,0
192033,192034,9E,3737,MEM,COU,7,565,80,0
219557,219558,UA,167,BOS,LAX,1,1056,392,0
436228,436229,OH,6332,CVG,JAX,7,565,136,1
82952,82953,9E,3709,IAD,DTW,7,1160,94,1
365645,365646,AA,1215,DCA,DFW,3,360,210,1
165776,165777,AA,1120,ORD,STL,5,840,65,1
297440,297441,WN,1830,BWI,BNA,6,460,120,1
138836,138837,AA,419,BOS,DFW,4,385,270,0
83878,83879,XE,5943,ORD,PIA,7,1210,49,1
215741,215742,DL,1066,MEM,ORD,1,860,110,1
150391,150392,OO,6987,ORD,BNA,4,984,85,0
387813,387814,9E,4338,JFK,SYR,4,525,95,0
204314,204315,AA,1665,DFW,SAN,7,1220,185,1
70369,70370,OO,6860,DEN,ABQ,7,490,73,0
111495,111496,AA,1039,ATL,MIA,2,785,105,0
86200,86201,9E,3890,DLH,DTW,1,390,112,0
168391,168392,9E,4013,CVG,MKE,5,980,86,1
377232,377233,AA,2004,ORD,MIA,3,940,185,1
437943,437944,CO,1502,EWR,LAX,7,660,370,1
321155,321156,CO,767,IAH,SEA,7,885,284,1
474784,474785,DL,1795,ATL,SNA,2,650,310,1
100487,100488,9E,4184,MEM,PIT,1,1132,116,0
460409,460410,OO,6502,MEM,ORD,1,866,107,1
236948,236949,MQ,3710,ORD,XNA,2,1055,105,0
228922,228923,WN,1458,SMF,ONT,2,620,75,0
257820,257821,AS,127,SEA,FAI,3,1290,225,0
361285,361286,US,73,PHX,SEA,2,1060,183,1
42704,42705,AS,64,ANC,JNU,5,695,102,0
130574,130575,US,92,MSP,PHX,3,880,204,1
409745,409746,DL,1688,DTW,MEM,5,720,130,1
322216,322217,OO,7016,DEN,TUS,7,940,118,0
410380,410381,OH,6558,XNA,ATL,5,754,110,0
161780,161781,MQ,4505,BOS,LGA,5,630,75,0
201788,201789,YV,2642,CLT,IAD,7,1075,79,0
362373,362374,WN,668,AUS,HOU,2,1120,50,1
100211,100212,AA,889,ORD,LAX,1,1115,270,1
124590,124591,OH,6359,CVG,IAD,3,555,92,0
377575,377576,YV,7283,DAY,ORD,3,959,72,0
378292,378293,MQ,2812,DFW,LRD,3,995,85,0
135687,135688,9E,4115,BUF,DTW,3,1155,80,0
345328,345329,YV,2829,PHX,TUS,1,1186,46,1
236987,236988,9E,3801,CLE,MEM,2,1056,134,1
393580,393581,XE,2490,EWR,ROC,4,822,79,1
246432,246433,FL,953,FLL,BWI,3,631,145,0
173717,173718,UA,485,DEN,SMF,5,1305,157,0
488606,488607,AA,1241,PIT,DFW,3,415,205,0
124853,124854,WN,1181,CMH,STL,3,570,90,1
255001,255002,F9,799,DEN,PDX,3,1090,165,1
200577,200578,9E,4189,GFK,MSP,7,1018,71,1
365603,365604,XE,2230,LEX,IAH,3,350,162,1
187348,187349,B6,524,MCO,EWR,6,1172,148,0
294003,294004,US,1853,PHL,BWI,5,1235,49,1
12586,12587,WN,1174,BNA,BWI,3,1005,100,1
364632,364633,US,1826,PHL,MHT,2,1265,78,1
239594,239595,XE,5903,ORD,FAR,2,1205,113,0
292028,292029,AA,1561,ORD,SFO,5,1125,285,1
335239,335240,OO,7765,SLC,PIH,1,660,66,1
265242,265243,XE,2433,IAH,LBB,4,683,91,1
444514,444515,CO,526,IAH,BWI,7,1010,184,1
466036,466037,9E,3980,DAY,MSP,1,1157,124,0
173438,173439,B6,636,SFO,BOS,5,1273,320,1
145554,145555,DL,2383,ATL,JAX,4,725,71,0
21830,21831,AS,307,SFO,SEA,4,550,129,1
394829,394830,EV,5150,ATL,JAN,4,890,85,0
244838,244839,FL,877,ATL,MSP,3,545,155,0
21296,21297,XE,2940,EWR,DTW,4,520,137,0
525951,525952,MQ,3607,MIA,ATL,5,445,120,0
6391,6392,OO,7029,SLC,SFO,3,671,143,0
242038,242039,US,864,JAX,PHL,3,400,126,0
234259,234260,WN,1279,BDL,MCO,2,910,185,1
457206,457207,US,1687,LAX,CLT,1,695,268,1
186369,186370,OO,6987,BNA,ORD,6,1087,107,0
45720,45721,AA,620,DFW,SAT,5,855,65,0
398868,398869,MQ,3291,TYR,DFW,4,1095,50,0
432764,432765,WN,162,PVD,BWI,7,380,90,1
425952,425953,EV,7087,DTW,IAD,6,870,90,1
62891,62892,XE,2361,EWR,ORD,6,875,145,1
203056,203057,MQ,4490,BOS,LGA,7,1145,85,1
44548,44549,WN,461,PHL,JAX,5,790,150,1
170057,170058,OH,6572,CMH,DTW,5,1060,65,0
306629,306630,MQ,4605,RDU,LGA,6,980,95,0
98671,98672,9E,3714,DTW,CMH,1,1035,68,1
307511,307512,UA,249,IAD,ORD,6,1031,139,0
479663,479664,UA,630,MSY,DEN,2,903,180,0
359021,359022,WN,3668,OAK,PDX,2,945,100,1
242647,242648,WN,2553,SAN,RNO,3,430,90,0
530764,530765,CO,169,LAS,EWR,5,700,288,1
347141,347142,HA,206,HNL,OGG,2,300,36,1
370706,370707,MQ,3041,LAX,SAN,3,600,40,1
538849,538850,CO,770,IAH,SFO,5,1250,260,1
390049,390050,AA,621,DFW,SEA,4,640,260,1
195280,195281,FL,607,SFO,MKE,7,732,253,0
491976,491977,OO,7027,DRO,DEN,3,583,62,1
10646,10647,MQ,4434,DTW,LGA,3,900,105,0
64815,64816,WN,2916,DEN,AUS,6,1000,125,0
467212,467213,B6,691,BOS,DCA,1,1230,99,0
353859,353860,DL,1472,TPA,ATL,2,677,98,0
418603,418604,DL,2588,RSW,LGA,6,420,165,0
28040,28041,MQ,2851,DFW,CHS,4,875,140,0
133720,133721,EV,5475,CSG,ATL,3,1046,49,1
89418,89419,WN,23,ELP,DAL,1,545,90,1
429907,429908,US,789,PHL,RDU,6,1120,101,0
171577,171578,UA,283,DEN,GEG,5,1144,152,0
512447,512448,AA,1264,DFW,AUS,4,685,55,1
236014,236015,EV,4951,ATL,CVG,2,1007,88,1
404180,404181,WN,1588,SFO,DEN,5,425,155,0
125299,125300,WN,1687,SLC,PHX,3,595,100,1
355107,355108,CO,1154,BOS,EWR,2,740,98,1
140389,140390,WN,1181,BWI,CMH,4,460,80,0
252137,252138,OO,3047,MKE,PIT,3,940,85,0
378477,378478,MQ,2739,DFW,MAF,3,1005,75,0
302436,302437,DL,2311,ATL,DFW,6,735,153,1
156620,156621,AA,398,ORD,LGA,5,370,120,0
74005,74006,MQ,3676,MIA,CMH,7,685,160,0
200011,200012,WN,962,MSP,DEN,7,985,135,1
148805,148806,YV,2710,ELP,PHX,4,897,82,0
93067,93068,DL,1952,ATL,BNA,1,735,67,1
477458,477459,UA,728,ORD,IAD,2,786,120,1
522744,522745,WN,2466,MDW,BUF,4,1230,85,1
222474,222475,DL,2558,ATL,IND,1,1230,90,1
452783,452784,MQ,3771,ORD,IAH,1,470,165,0
102910,102911,FL,596,ATL,ROC,1,1325,128,1
312921,312922,OH,6469,HSV,ATL,7,440,73,0
246645,246646,MQ,3808,ORD,ABQ,3,645,180,0
490850,490851,XE,2540,BNA,IAH,3,520,135,1
8091,8092,9E,3868,ALB,DTW,3,765,119,1
375152,375153,AS,650,PDX,PHX,3,830,154,0
492881,492882,YV,7260,ORF,IAD,3,625,60,0
453494,453495,UA,758,SFO,DEN,1,508,152,0
180660,180661,MQ,4212,ORD,BUF,6,720,95,0
2746,2747,DL,2348,BHM,ATL,3,480,67,1
9151,9152,US,750,MIA,PHL,3,820,173,1
534052,534053,EV,5542,ATL,ILM,5,885,80,1
204242,204243,WN,916,DEN,HOU,7,1210,140,1
498265,498266,B6,398,MCO,LGA,3,910,148,1
24944,24945,US,1559,PHL,FLL,4,710,169,1
90173,90174,AA,572,LAS,ORD,1,590,215,1
531787,531788,EV,7097,IAD,JFK,5,755,80,0
240445,240446,OO,6481,DEN,ICT,2,1301,77,0
54672,54673,OO,4591,PSC,SLC,6,390,96,1
487978,487979,9E,3779,FSM,MEM,3,380,67,0
413191,413192,XE,3099,XNA,IAH,5,916,102,0
181392,181393,B6,376,FLL,LGA,6,762,168,1
205251,205252,EV,7094,IAD,PWM,7,1320,92,1
138498,138499,DL,1583,RSW,CVG,4,365,141,0
334833,334834,CO,1448,IAH,FLL,1,640,147,0
479702,479703,F9,374,DEN,MKE,2,905,132,1
248461,248462,MQ,4197,BNA,ORD,3,740,95,0
460380,460381,OO,6299,PHX,DEN,1,865,102,1
144643,144644,EV,7368,MOB,MEM,4,680,82,0
438426,438427,B6,455,BOS,FLL,7,682,203,1
198629,198630,WN,587,LAS,DEN,7,910,110,0
250588,250589,9E,4313,MEM,MLU,3,860,70,1
528618,528619,EV,5371,ATL,TLH,5,590,75,0
490350,490351,B6,279,LAS,LGB,3,500,65,0
70496,70497,OO,6647,DEN,IAH,7,499,143,0
496443,496444,OO,6630,DEN,CLE,3,813,172,1
102206,102207,AS,46,BET,ANC,1,1240,69,0
439135,439136,AA,2547,JFK,MCO,7,720,180,1
315938,315939,UA,648,DEN,PIT,7,605,181,0
11399,11400,WN,519,BNA,LAX,3,940,285,1
319646,319647,AS,152,OME,OTZ,7,804,46,1
50104,50105,DL,2750,SEA,SLC,5,1080,112,0
523167,523168,XE,2803,IAH,SHV,4,1265,53,1
257782,257783,AA,1736,SJU,MIA,3,1285,160,1
266261,266262,EV,5248,ATL,MYR,4,735,70,1
241629,241630,DL,1872,TPA,ATL,3,380,90,0
296217,296218,FL,805,BWI,BOS,6,390,80,0
538754,538755,DL,2137,ATL,JAX,5,1232,70,0
289155,289156,AA,878,DFW,EWR,5,975,210,0
74081,74082,DL,114,MSP,ATL,7,690,154,0
138667,138668,DL,1999,MCI,MEM,4,375,86,0
9379,9380,OO,6590,MEM,DEN,3,832,169,0
332312,332313,US,235,DTW,CLT,1,510,106,1
313471,313472,AA,1140,DFW,ATL,7,475,125,0
533176,533177,FL,531,MEM,ATL,5,835,76,1
423522,423523,WN,2907,TPA,PIT,6,720,140,0
260659,260660,OH,6629,DTW,IAD,4,450,98,0
332786,332787,WN,388,PHX,SAN,1,530,70,1
227822,227823,DL,1675,MEM,PHX,2,562,212,0
264438,264439,AA,1223,FLL,DFW,4,645,195,0
277478,277479,CO,363,PHX,CLE,5,375,222,0
176723,176724,UA,99,IAD,TPA,6,497,146,0
509856,509857,WN,819,PHX,MCI,4,545,155,1
497531,497532,YV,2629,BNA,CLT,3,871,75,0
64445,64446,B6,1254,IAD,BOS,6,980,90,0
414838,414839,WN,1054,SMF,LAX,5,1025,80,0
312315,312316,DL,1841,DTW,TPA,7,405,172,0
531429,531430,MQ,2876,SAF,DFW,5,735,95,0
156824,156825,AA,1466,DFW,BOS,5,380,200,0
341189,341190,US,208,OAK,PHX,1,971,111,1
220442,220443,WN,157,BNA,TPA,1,1105,105,1
410559,410560,DL,1720,MIA,CVG,5,765,158,0
537683,537684,B6,1296,PIT,BOS,5,1125,93,1
464531,464532,US,94,MSP,PHX,1,1076,206,0
314934,314935,B6,702,SJU,JFK,7,550,238,1
107171,107172,FL,877,ATL,MSP,2,545,155,0
375020,375021,F9,328,MKE,BOS,3,822,133,1
199965,199966,EV,5030,AGS,ATL,7,985,61,1
55290,55291,FL,950,FLL,BWI,6,430,145,0
451392,451393,WN,1656,BUF,MCO,1,400,170,1
88444,88445,WN,1814,OAK,LAX,1,500,75,1
142527,142528,US,1092,PHL,RDU,4,570,83,0
79476,79477,OO,6355,LAX,SBA,7,976,39,1
123980,123981,DL,2223,SLC,LAX,3,522,116,1
97585,97586,OO,6498,LAX,TUS,1,976,78,0
100862,100863,DL,2557,JFK,SAN,1,1150,390,0
411093,411094,DL,2244,MSP,BWI,5,795,149,1
111852,111853,OH,6567,CLE,DTW,2,802,58,0
289218,289219,OO,4637,LAS,LAX,5,976,73,1
201669,201670,OO,6233,LAX,PDX,7,1070,141,0
493185,493186,CO,106,IAH,EWR,3,645,210,1
482445,482446,DL,1215,BOS,SLC,2,1049,326,1
145098,145099,WN,922,PHX,IND,4,700,210,1
387580,387581,UA,45,LAX,OGG,4,514,347,1
164412,164413,XE,2881,IAH,BNA,5,765,108,0
288995,288996,MQ,4346,ROC,ORD,5,965,125,0
78066,78067,MQ,4612,LGA,RDU,7,900,110,1
374610,374611,DL,2768,SEA,ATL,3,800,285,1
86522,86523,CO,1535,EWR,PHX,1,405,340,0
389724,389725,OO,6417,LAX,SMX,4,621,55,1
463564,463565,DL,2934,DTW,SLC,1,1030,244,1
509656,509657,OO,6271,FWA,ORD,4,538,63,1
274353,274354,9E,3674,MEM,MLI,4,1160,90,0
50703,50704,YV,2725,ELP,PHX,5,1110,91,0
85241,85242,OO,4651,FAR,MSP,1,320,62,0
386777,386778,B6,987,JFK,MCO,4,473,170,0
385521,385522,OO,6317,SFO,SBA,4,413,82,0
495949,495950,UA,107,ORD,LAX,3,786,269,1
287599,287600,FL,641,DEN,MKE,5,892,143,0
449255,449256,MQ,3960,ORD,ROC,7,1285,100,1
146946,146947,MQ,4225,GRB,ORD,4,800,65,1
59420,59421,DL,1122,RSW,ATL,6,670,105,0
261071,261072,UA,781,CMH,DEN,4,472,204,0
301094,301095,DL,1683,SLC,LAS,6,662,86,1
90044,90045,XE,2580,MKE,EWR,1,580,127,1
512065,512066,DL,1010,ATL,CLT,4,665,72,0
301673,301674,WN,1893,SAN,SMF,6,690,95,1
96501,96502,FL,1042,FLL,CMH,1,916,158,0
121388,121389,DL,1373,BOS,LGA,3,390,82,0
338354,338355,EV,5514,ATL,MEI,1,821,72,0
460753,460754,DL,1512,ATL,ORD,1,885,130,1
63951,63952,DL,1910,DFW,ATL,6,945,121,1
257449,257450,EV,5529,ATL,BQK,3,1243,67,0
164093,164094,YV,7245,IAD,PVD,5,748,82,0
53676,53677,OO,6539,SFO,GEG,5,1361,121,1
264760,264761,MQ,3627,MIA,PNS,4,660,110,0
431124,431125,EV,5578,ATL,ABE,6,1230,123,0
317688,317689,XE,2916,OMA,EWR,7,695,164,1
259299,259300,UA,132,PDX,ORD,4,381,234,0
5046,5047,MQ,3485,DFW,LIT,3,600,65,0
503435,503436,AA,1940,ORD,MIA,3,1180,180,1
106679,106680,HA,124,LIH,HNL,2,520,30,0
339874,339875,WN,3138,SAN,SAT,1,900,155,1
396885,396886,WN,2381,OAK,SAN,4,995,85,1
529309,529310,9E,3939,LAN,DTW,5,625,54,0
125975,125976,MQ,4505,BOS,LGA,3,630,75,0
426590,426591,DL,1826,FLL,ATL,6,905,124,0
500742,500743,XE,3135,CVG,IAH,3,1038,164,0
387385,387386,EV,5289,ATL,OMA,4,505,147,1
351707,351708,B6,1147,BTV,MCO,2,566,196,0
279305,279306,DL,1016,ATL,MDW,5,465,109,0
41735,41736,WN,1451,HOU,LAX,5,645,230,1
